patch_id,image_id,analyte,concentration_order,concentration_mg_ml,well_id,grid_row,grid_col,crop_file,circle_radius_px,r_mean,r_median,r_std,r_iqr,g_mean,g_median,g_std,g_iqr,b_mean,b_median,b_std,b_iqr,s_mean,s_median,s_std,s_iqr,v_mean,v_median,v_std,v_iqr,h_circular_mean_deg,h_circular_std_deg,h_resultant_length,h_sin_weighted,h_cos_weighted,r_chromaticity_mean,r_chromaticity_median,g_chromaticity_mean,g_chromaticity_median,b_chromaticity_mean,b_chromaticity_median,intensity_mean,intensity_median,r_bg_median,g_bg_median,b_bg_median,r_delta_bg,g_delta_bg,b_delta_bg,r_ratio_bg,g_ratio_bg,b_ratio_bg,roi_pixel_count,valid_pixel_count,highlight_pixel_count,highlight_fraction,valid_fraction,dark_fraction,background_pixel_count,qc_status,qc_reason
ketone_07_c5_wB04,ketone_07_c5,ketone,7,5.0,B04,2,4,crops/ketone/ketone_07_c5/ketone_07_c5_wB04.png,75.9,154.962275,155.0,4.816385,8.0,68.568131,69.0,5.391693,7.0,128.848761,129.0,3.665119,5.0,0.557979,0.556863,0.022122,0.031373,0.607695,0.607843,0.018888,0.031373,318.085622,2.119014,0.999316,-0.667563,0.743635,0.439879,0.439655,0.1943,0.195467,0.365821,0.364943,117.459722,117.333333,194.0,182.0,195.0,-39.0,-113.0,-66.0,0.798969,0.379121,0.661538,8880,8880,0,0.0,1.0,0.0,4408,pass,
ketone_07_c5_wB05,ketone_07_c5,ketone,7,5.0,B05,2,5,crops/ketone/ketone_07_c5/ketone_07_c5_wB05.png,74.1,161.090898,161.0,7.0045,10.0,89.924586,89.0,8.943729,13.0,147.700355,148.0,6.352169,8.0,0.443065,0.447059,0.03278,0.05098,0.631729,0.631373,0.027469,0.039216,311.066516,1.790802,0.999512,-0.753579,0.656614,0.404291,0.404523,0.225005,0.223077,0.370705,0.372263,132.90528,132.666667,194.0,178.0,194.0,-33.0,-89.0,-46.0,0.829897,0.5,0.762887,8460,8460,0,0.0,1.0,0.0,4192,pass,
ketone_07_c5_wB06,ketone_07_c5,ketone,7,5.0,B06,2,6,crops/ketone/ketone_07_c5/ketone_07_c5_wB06.png,77.7,154.952977,154.0,5.695781,8.0,66.009275,66.0,6.812423,10.0,130.622412,130.0,4.386266,6.0,0.575073,0.576471,0.029159,0.047059,0.607659,0.603922,0.022336,0.031373,316.446138,2.422179,0.999107,-0.688421,0.72408,0.440931,0.441261,0.187272,0.18732,0.371796,0.371743,117.194888,116.666667,198.0,191.0,202.0,-44.0,-125.0,-72.0,0.777778,0.34555,0.643564,9272,9272,0,0.0,1.0,0.0,4632,pass,
ketone_07_c5_wB07,ketone_07_c5,ketone,7,5.0,B07,2,7,crops/ketone/ketone_07_c5/ketone_07_c5_wB07.png,75.0,157.694483,158.0,5.293809,8.0,68.95503,69.0,5.964453,10.0,131.096662,131.0,4.41519,6.0,0.563477,0.560784,0.024117,0.035294,0.61841,0.619608,0.02076,0.031373,318.200303,1.973471,0.999407,-0.666133,0.745037,0.440978,0.441096,0.192399,0.19337,0.366623,0.364431,119.248725,119.333333,196.0,184.0,199.0,-38.0,-115.0,-68.0,0.806122,0.375,0.658291,8628,8628,0,0.0,1.0,0.0,4280,pass,
ketone_07_c5_wB08,ketone_07_c5,ketone,7,5.0,B08,2,8,crops/ketone/ketone_07_c5/ketone_07_c5_wB08.png,74.4,159.429427,160.0,5.553326,9.0,72.420972,75.0,7.427636,11.0,134.046618,134.0,4.522691,7.0,0.546878,0.537255,0.032361,0.047059,0.625213,0.627451,0.021778,0.035294,317.450667,2.100864,0.999328,-0.67577,0.7362,0.435971,0.435135,0.197415,0.201592,0.366614,0.364103,121.965672,123.0,197.0,183.0,199.0,-37.0,-108.0,-65.0,0.812183,0.409836,0.673367,8516,8516,0,0.0,1.0,0.0,4208,pass,
ketone_07_c5_wB09,ketone_07_c5,ketone,7,5.0,B09,2,9,crops/ketone/ketone_07_c5/ketone_07_c5_wB09.png,85.5,157.626154,159.0,9.02645,10.0,69.540217,71.0,10.60146,11.0,131.967063,132.0,7.361197,6.0,0.561091,0.552941,0.0409,0.043137,0.618142,0.623529,0.035398,0.039216,317.30837,3.171685,0.998469,-0.677014,0.733888,0.439362,0.439353,0.192615,0.196676,0.368023,0.363636,119.711145,120.333333,197.0,199.0,206.0,-38.0,-128.0,-74.0,0.807107,0.356784,0.640777,11264,11264,0,0.0,1.0,0.0,5604,pass,
ketone_07_c5_wB10,ketone_07_c5,ketone,7,5.0,B10,2,10,crops/ketone/ketone_07_c5/ketone_07_c5_wB10.png,76.5,160.623004,161.0,3.956053,6.0,72.861912,74.0,4.077677,6.0,134.664818,135.0,3.142347,5.0,0.546806,0.545098,0.015149,0.015686,0.629894,0.631373,0.015514,0.023529,317.65622,1.442958,0.999683,-0.673364,0.738882,0.436367,0.435829,0.197762,0.199461,0.36587,0.36413,122.716578,123.666667,199.0,191.0,202.0,-38.0,-117.0,-67.0,0.809045,0.387435,0.668317,9016,9016,0,0.0,1.0,0.0,4512,pass,
ketone_07_c5_wB11,ketone_07_c5,ketone,7,5.0,B11,2,11,crops/ketone/ketone_07_c5/ketone_07_c5_wB11.png,75.6,158.628919,160.0,4.151475,7.0,72.508065,74.0,5.11799,7.0,134.447297,135.0,2.83782,3.0,0.543248,0.537255,0.021838,0.027451,0.622074,0.627451,0.01628,0.027451,316.926393,2.374907,0.999141,-0.682351,0.72985,0.433971,0.433702,0.198107,0.2,0.367922,0.365591,121.861427,122.333333,195.0,187.0,199.0,-35.0,-113.0,-64.0,0.820513,0.395722,0.678392,8804,8804,0,0.0,1.0,0.0,4384,pass,
ketone_07_c5_wB12,ketone_07_c5,ketone,7,5.0,B12,2,12,crops/ketone/ketone_07_c5/ketone_07_c5_wB12.png,74.7,162.068168,162.0,8.855297,4.0,76.899059,76.0,14.467531,6.0,139.019783,139.0,9.462486,3.0,0.52777,0.529412,0.050697,0.027451,0.635561,0.635294,0.034727,0.015686,316.313355,2.251617,0.999228,-0.690181,0.72257,0.429475,0.430446,0.202388,0.202186,0.368137,0.367876,125.99567,125.666667,196.0,188.0,200.0,-34.0,-112.0,-61.0,0.826531,0.404255,0.695,8580,8391,189,0.022028,0.977972,0.0,4304,pass,
ketone_07_c5_wC01,ketone_07_c5,ketone,7,5.0,C01,3,1,crops/ketone/ketone_07_c5/ketone_07_c5_wC01.png,79.2,152.922774,153.0,5.600359,8.0,63.912526,64.0,7.170918,10.0,126.547516,126.0,4.147153,5.0,0.582895,0.584314,0.032688,0.047059,0.599697,0.6,0.021962,0.031373,317.746396,2.751246,0.998848,-0.671639,0.739323,0.44556,0.446023,0.185585,0.186246,0.368855,0.366667,114.460939,114.333333,192.0,185.0,193.0,-39.0,-121.0,-67.0,0.796875,0.345946,0.65285,9660,9660,0,0.0,1.0,0.0,4784,pass,
ketone_07_c5_wC02,ketone_07_c5,ketone,7,5.0,C02,3,2,crops/ketone/ketone_07_c5/ketone_07_c5_wC02.png,77.7,156.231989,156.0,4.718934,6.0,74.968939,75.0,6.295576,10.0,127.054142,127.0,4.410367,6.0,0.520776,0.517647,0.029733,0.043137,0.612674,0.611765,0.018506,0.023529,321.47608,2.636744,0.998942,-0.622182,0.78152,0.436284,0.435294,0.208937,0.210383,0.354779,0.3531,119.418356,119.0,193.0,181.0,192.0,-37.0,-106.0,-65.0,0.80829,0.414365,0.661458,9272,9272,0,0.0,1.0,0.0,4632,pass,
ketone_07_c5_wC03,ketone_07_c5,ketone,7,5.0,C03,3,3,crops/ketone/ketone_07_c5/ketone_07_c5_wC03.png,75.6,160.234893,161.0,6.653034,10.0,72.472626,73.0,9.086554,15.0,128.356656,128.0,5.289163,8.0,0.549187,0.545098,0.039299,0.062745,0.628372,0.631373,0.02609,0.039216,321.582013,2.683888,0.998903,-0.620712,0.782639,0.444171,0.444444,0.199957,0.202247,0.355872,0.354571,120.354725,120.666667,191.0,171.0,187.0,-30.0,-98.0,-59.0,0.842932,0.426901,0.684492,8804,8804,0,0.0,1.0,0.0,4384,pass,
ketone_07_c5_wC04,ketone_07_c5,ketone,7,5.0,C04,3,4,crops/ketone/ketone_07_c5/ketone_07_c5_wC04.png,75.6,162.496479,163.0,5.474932,7.0,74.964562,75.0,6.619785,8.0,133.634939,134.0,4.659787,5.0,0.539468,0.537255,0.026749,0.035294,0.637241,0.639216,0.02147,0.027451,319.741643,2.30162,0.999193,-0.645714,0.762523,0.438078,0.43883,0.201629,0.202186,0.360293,0.359116,123.69866,124.333333,198.0,183.0,198.0,-35.0,-108.0,-64.0,0.823232,0.409836,0.676768,8804,8804,0,0.0,1.0,0.0,4384,pass,
ketone_07_c5_wC05,ketone_07_c5,ketone,7,5.0,C05,3,5,crops/ketone/ketone_07_c5/ketone_07_c5_wC05.png,68.244,160.340896,161.0,6.909535,9.0,71.160774,72.0,7.375727,10.0,129.03132,129.0,5.258967,8.0,0.557408,0.552941,0.027802,0.039216,0.628788,0.631373,0.027096,0.035294,321.037297,2.728317,0.998867,-0.628102,0.776674,0.444966,0.444767,0.19685,0.199446,0.358184,0.354749,120.177663,120.666667,160.0,111.0,150.0,1.0,-39.0,-21.0,1.00625,0.648649,0.86,7184,7184,0,0.0,1.0,0.0,3532,pass,
ketone_07_c5_wC06,ketone_07_c5,ketone,7,5.0,C06,3,6,crops/ketone/ketone_07_c5/ketone_07_c5_wC06.png,78.3,161.230761,163.0,8.096532,11.0,69.694503,72.0,10.234528,14.0,134.782241,135.0,5.444273,8.0,0.569814,0.560784,0.043424,0.062745,0.632277,0.639216,0.031751,0.043137,317.102719,3.127119,0.998512,-0.679673,0.731485,0.441252,0.440217,0.189559,0.19346,0.36919,0.367021,121.902502,123.333333,201.0,196.0,205.0,-38.0,-124.0,-70.0,0.810945,0.367347,0.658537,9460,9460,0,0.0,1.0,0.0,4680,pass,
ketone_07_c5_wC07,ketone_07_c5,ketone,7,5.0,C07,3,7,crops/ketone/ketone_07_c5/ketone_07_c5_wC07.png,77.4,159.108196,160.0,6.413174,10.0,70.145815,71.0,6.909391,10.0,131.947311,132.0,4.517701,6.0,0.560078,0.556863,0.026463,0.035294,0.623954,0.627451,0.02515,0.039216,318.151009,2.913743,0.998708,-0.666307,0.743943,0.440641,0.440443,0.193753,0.194915,0.365606,0.36413,120.400441,120.666667,201.0,195.0,205.0,-41.0,-124.0,-73.0,0.79602,0.364103,0.643902,9224,9224,0,0.0,1.0,0.0,4600,pass,
ketone_07_c5_wC08,ketone_07_c5,ketone,7,5.0,C08,3,8,crops/ketone/ketone_07_c5/ketone_07_c5_wC08.png,76.8,159.148568,160.0,6.467409,9.0,70.277093,71.0,7.19735,10.0,133.423018,134.0,5.413499,7.0,0.559513,0.552941,0.028045,0.035294,0.624112,0.627451,0.025362,0.035294,317.360457,2.167171,0.999285,-0.676899,0.735104,0.438853,0.438547,0.19319,0.195531,0.367957,0.365439,120.949559,121.333333,201.0,195.0,205.0,-41.0,-124.0,-71.0,0.79602,0.364103,0.653659,9080,9080,0,0.0,1.0,0.0,4480,pass,
ketone_07_c5_wC09,ketone_07_c5,ketone,7,5.0,C09,3,9,crops/ketone/ketone_07_c5/ketone_07_c5_wC09.png,74.1,162.649173,163.0,5.199981,7.0,75.886998,77.0,5.257978,7.0,131.967494,132.0,4.50453,6.0,0.533974,0.529412,0.018504,0.023529,0.63784,0.639216,0.020392,0.027451,321.253594,2.163101,0.999288,-0.625429,0.779368,0.439123,0.43883,0.204587,0.205479,0.35629,0.354223,123.501221,124.0,197.0,182.0,197.0,-34.0,-105.0,-65.0,0.827411,0.423077,0.670051,8460,8460,0,0.0,1.0,0.0,4192,pass,
ketone_07_c5_wC10,ketone_07_c5,ketone,7,5.0,C10,3,10,crops/ketone/ketone_07_c5/ketone_07_c5_wC10.png,75.0,159.926287,160.0,4.896697,8.0,71.139546,71.0,5.823374,8.0,132.578234,133.0,3.207371,5.0,0.555964,0.552941,0.023738,0.031373,0.627162,0.627451,0.019203,0.031373,318.451597,2.551553,0.999009,-0.662595,0.747654,0.439881,0.44,0.195322,0.196433,0.364797,0.363395,121.214689,121.333333,197.0,189.0,200.0,-37.0,-118.0,-67.0,0.812183,0.375661,0.665,8628,8628,0,0.0,1.0,0.0,4280,pass,
ketone_07_c5_wC11,ketone_07_c5,ketone,7,5.0,C11,3,11,crops/ketone/ketone_07_c5/ketone_07_c5_wC11.png,74.4,163.692931,164.0,4.208795,5.0,77.628464,77.0,5.004442,5.0,136.092767,136.0,3.754389,4.0,0.526176,0.529412,0.020073,0.019608,0.641933,0.643137,0.016505,0.019608,319.176472,2.123535,0.999313,-0.653283,0.756207,0.433819,0.434659,0.205499,0.205263,0.360681,0.358839,125.804721,125.666667,196.0,182.0,198.0,-32.0,-105.0,-62.0,0.836735,0.423077,0.686869,8516,8516,0,0.0,1.0,0.0,4208,pass,
ketone_07_c5_wC12,ketone_07_c5,ketone,7,5.0,C12,3,12,crops/ketone/ketone_07_c5/ketone_07_c5_wC12.png,77.4,164.368851,164.0,10.812385,4.0,82.12131,81.0,18.776137,5.0,139.077035,138.0,12.045753,5.0,0.503892,0.505882,0.06187,0.023529,0.644584,0.643137,0.042402,0.015686,318.552709,3.025793,0.998607,-0.661008,0.74852,0.427423,0.428571,0.211369,0.211488,0.361207,0.359043,128.522399,127.666667,200.0,198.0,206.0,-36.0,-117.0,-68.0,0.82,0.409091,0.669903,9224,8944,280,0.030356,0.969644,0.0,4600,pass,
ketone_07_c5_wD01,ketone_07_c5,ketone,7,5.0,D01,4,1,crops/ketone/ketone_07_c5/ketone_07_c5_wD01.png,79.5,156.630918,157.0,4.223804,6.0,74.236414,75.0,6.116291,9.0,130.091807,130.0,3.108013,4.0,0.526677,0.52549,0.027779,0.043137,0.614239,0.615686,0.016564,0.023529,319.331189,3.248324,0.998394,-0.650639,0.757271,0.434024,0.433333,0.205358,0.206128,0.360617,0.359673,120.319713,120.666667,195.0,190.0,197.0,-38.0,-115.0,-67.0,0.805128,0.394737,0.659898,9716,9716,0,0.0,1.0,0.0,4856,pass,
ketone_07_c5_wD02,ketone_07_c5,ketone,7,5.0,D02,4,2,crops/ketone/ketone_07_c5/ketone_07_c5_wD02.png,77.4,157.029163,157.0,5.527048,8.0,74.656982,75.0,6.965849,10.0,126.994471,127.0,4.134485,6.0,0.525554,0.521569,0.030117,0.039216,0.615801,0.615686,0.021675,0.031373,321.552681,3.01255,0.998619,-0.620936,0.782098,0.43797,0.437838,0.207718,0.209945,0.354312,0.349415,119.560205,119.666667,195.0,185.0,195.0,-38.0,-110.0,-68.0,0.805128,0.405405,0.651282,9224,9224,0,0.0,1.0,0.0,4600,pass,
ketone_07_c5_wD03,ketone_07_c5,ketone,7,5.0,D03,4,3,crops/ketone/ketone_07_c5/ketone_07_c5_wD03.png,75.6,157.069173,157.0,6.092492,10.0,67.927306,68.0,6.537206,10.0,127.391527,127.0,4.42851,6.0,0.568497,0.564706,0.025567,0.035294,0.615958,0.615686,0.023892,0.039216,319.795912,2.812666,0.998796,-0.644735,0.76283,0.445881,0.445983,0.19234,0.194286,0.36178,0.35942,117.462668,117.333333,194.0,180.0,195.0,-37.0,-112.0,-68.0,0.809278,0.377778,0.651282,8804,8804,0,0.0,1.0,0.0,4384,pass,
ketone_07_c5_wD04,ketone_07_c5,ketone,7,5.0,D04,4,4,crops/ketone/ketone_07_c5/ketone_07_c5_wD04.png,77.7,161.302955,162.0,7.115557,11.0,72.352567,74.0,7.629218,11.0,131.525777,132.0,4.893603,7.0,0.552526,0.545098,0.030116,0.043137,0.632561,0.635294,0.027904,0.043137,320.048174,3.037056,0.998596,-0.641242,0.765508,0.441908,0.44186,0.197586,0.2,0.360506,0.358247,121.7271,122.666667,201.0,196.0,205.0,-39.0,-122.0,-73.0,0.80597,0.377551,0.643902,9272,9272,0,0.0,1.0,0.0,4632,pass,
ketone_07_c5_wD05,ketone_07_c5,ketone,7,5.0,D05,4,5,crops/ketone/ketone_07_c5/ketone_07_c5_wD05.png,78.9,157.964271,158.0,6.473642,10.0,61.533431,62.0,6.388916,9.0,127.830965,128.0,4.999608,6.0,0.611287,0.607843,0.026958,0.039216,0.619468,0.619608,0.025387,0.039216,318.6696,2.22482,0.999246,-0.659902,0.750348,0.454996,0.454545,0.176723,0.17765,0.368281,0.367781,115.776222,116.0,201.0,198.0,207.0,-43.0,-136.0,-79.0,0.78607,0.313131,0.618357,9572,9572,0,0.0,1.0,0.0,4744,pass,
ketone_07_c5_wD06,ketone_07_c5,ketone,7,5.0,D06,4,6,crops/ketone/ketone_07_c5/ketone_07_c5_wD06.png,76.8,165.279405,166.0,7.147488,9.0,75.14967,76.0,8.644009,11.0,137.435022,137.0,5.287231,7.0,0.546751,0.541176,0.033603,0.043137,0.648155,0.65098,0.028029,0.035294,318.303765,2.79307,0.998813,-0.664391,0.745795,0.437666,0.4375,0.198237,0.2,0.364097,0.362468,125.954699,126.666667,201.0,193.0,205.0,-35.0,-117.0,-68.0,0.825871,0.393782,0.668293,9080,9080,0,0.0,1.0,0.0,4480,pass,
ketone_07_c5_wD07,ketone_07_c5,ketone,7,5.0,D07,4,7,crops/ketone/ketone_07_c5/ketone_07_c5_wD07.png,70.8,167.586833,168.0,6.617256,8.0,78.889062,80.0,7.149455,9.0,136.809098,137.0,4.966839,7.0,0.530353,0.52549,0.025127,0.027451,0.657203,0.658824,0.02595,0.031373,320.815638,2.983248,0.998645,-0.630962,0.774067,0.4374,0.437158,0.205408,0.207254,0.357192,0.35589,127.761664,128.333333,184.0,151.0,181.0,-16.0,-71.0,-44.0,0.913043,0.529801,0.756906,7716,7716,0,0.0,1.0,0.0,3852,pass,
ketone_07_c5_wD08,ketone_07_c5,ketone,7,5.0,D08,4,8,crops/ketone/ketone_07_c5/ketone_07_c5_wD08.png,76.2,164.596214,165.0,5.938297,7.0,76.94478,78.0,6.528746,7.0,136.673723,137.0,5.036588,6.0,0.533414,0.529412,0.024166,0.027451,0.645475,0.647059,0.023287,0.027451,318.952778,2.112617,0.99932,-0.656235,0.753656,0.435377,0.435375,0.203081,0.204663,0.361542,0.359551,126.071573,126.666667,201.0,192.0,205.0,-36.0,-114.0,-68.0,0.820896,0.40625,0.668293,8928,8928,0,0.0,1.0,0.0,4432,pass,
ketone_07_c5_wD09,ketone_07_c5,ketone,7,5.0,D09,4,9,crops/ketone/ketone_07_c5/ketone_07_c5_wD09.png,77.4,168.160017,168.0,6.057167,9.0,80.727667,81.0,6.513612,8.0,139.587056,140.0,4.506646,6.0,0.520868,0.517647,0.022462,0.031373,0.659451,0.658824,0.023754,0.035294,319.534292,2.266311,0.999218,-0.648485,0.7602,0.433002,0.432718,0.207476,0.208226,0.359521,0.358056,129.49158,129.666667,202.0,194.0,206.0,-34.0,-113.0,-66.0,0.831683,0.417526,0.679612,9224,9224,0,0.0,1.0,0.0,4600,pass,
ketone_07_c5_wD10,ketone_07_c5,ketone,7,5.0,D10,4,10,crops/ketone/ketone_07_c5/ketone_07_c5_wD10.png,75.3,166.09714,167.0,4.980265,7.0,78.168535,79.0,6.201597,9.0,137.180778,137.0,4.109519,4.0,0.530195,0.52549,0.024356,0.031373,0.651361,0.654902,0.01953,0.027451,319.681588,2.461293,0.999078,-0.646438,0.761757,0.435577,0.435829,0.204623,0.205479,0.3598,0.359673,127.148818,127.333333,199.0,188.0,202.0,-32.0,-109.0,-65.0,0.839196,0.420213,0.678218,8740,8740,0,0.0,1.0,0.0,4328,pass,
ketone_07_c5_wD11,ketone_07_c5,ketone,7,5.0,D11,4,11,crops/ketone/ketone_07_c5/ketone_07_c5_wD11.png,75.9,164.322523,165.0,4.052197,5.0,76.649887,77.0,4.650469,6.0,138.683671,139.0,3.196007,4.0,0.534025,0.529412,0.01836,0.015686,0.644402,0.647059,0.015891,0.019608,317.523776,2.296428,0.999197,-0.674742,0.736965,0.432885,0.43342,0.201717,0.202667,0.365398,0.363636,126.552027,127.0,199.0,192.0,202.0,-34.0,-115.0,-63.0,0.829146,0.401042,0.688119,8880,8880,0,0.0,1.0,0.0,4408,pass,
ketone_07_c5_wD12,ketone_07_c5,ketone,7,5.0,D12,4,12,crops/ketone/ketone_07_c5/ketone_07_c5_wD12.png,77.7,166.511824,167.0,7.310888,5.0,87.610949,87.0,9.185048,7.0,140.126444,139.0,7.864601,5.0,0.474864,0.47451,0.032352,0.023529,0.652988,0.654902,0.02867,0.019608,320.137121,3.286801,0.998356,-0.639899,0.766319,0.422702,0.423858,0.221742,0.222222,0.355556,0.352185,131.416406,131.333333,200.0,197.0,205.0,-33.0,-110.0,-66.0,0.835,0.441624,0.678049,9272,9261,11,0.001186,0.998814,0.0,4632,pass,
ketone_07_c5_wE01,ketone_07_c5,ketone,7,5.0,E01,5,1,crops/ketone/ketone_07_c5/ketone_07_c5_wE01.png,78.0,159.13615,160.0,4.441687,5.0,78.748079,79.0,5.212925,6.0,134.987836,135.0,3.547294,4.0,0.505622,0.505882,0.020217,0.027451,0.624063,0.627451,0.017418,0.019608,317.85848,2.234372,0.99924,-0.670454,0.740926,0.426864,0.427027,0.210985,0.21123,0.362151,0.360963,124.290689,124.666667,192.0,180.0,192.0,-32.0,-101.0,-57.0,0.833333,0.438889,0.703125,9372,9372,0,0.0,1.0,0.0,4616,pass,
ketone_07_c5_wE02,ketone_07_c5,ketone,7,5.0,E02,5,2,crops/ketone/ketone_07_c5/ketone_07_c5_wE02.png,79.8,160.301654,161.0,5.370849,7.0,79.733871,80.0,6.444895,8.0,135.304206,135.0,4.341669,6.0,0.503295,0.501961,0.025032,0.031373,0.628634,0.631373,0.021062,0.027451,318.546189,2.369831,0.999145,-0.66145,0.748849,0.427234,0.427461,0.212095,0.213514,0.360671,0.358442,125.113244,125.666667,197.0,189.0,199.0,-36.0,-109.0,-64.0,0.817259,0.42328,0.678392,9796,9796,0,0.0,1.0,0.0,4864,pass,
ketone_07_c5_wE03,ketone_07_c5,ketone,7,5.0,E03,5,3,crops/ketone/ketone_07_c5/ketone_07_c5_wE03.png,80.1,164.038259,165.0,6.316641,7.0,83.004453,84.0,7.869352,9.0,133.266296,133.0,5.502358,6.0,0.495058,0.490196,0.031182,0.043137,0.643287,0.647059,0.024771,0.027451,322.653415,2.959545,0.998667,-0.605826,0.793921,0.431585,0.431525,0.217783,0.219949,0.350632,0.34748,126.769669,127.333333,199.0,194.0,203.0,-34.0,-110.0,-70.0,0.829146,0.43299,0.655172,9880,9880,0,0.0,1.0,0.0,4940,pass,
ketone_07_c5_wE04,ketone_07_c5,ketone,7,5.0,E04,5,4,crops/ketone/ketone_07_c5/ketone_07_c5_wE04.png,77.4,165.889744,166.0,5.460126,6.0,77.294558,78.0,5.66098,7.0,136.235147,136.0,4.745324,6.0,0.534746,0.533333,0.019464,0.019608,0.650548,0.65098,0.021412,0.023529,319.832117,1.938351,0.999428,-0.64466,0.763721,0.437365,0.437173,0.203453,0.204244,0.359182,0.357702,126.47315,127.0,201.0,193.0,205.0,-35.0,-115.0,-69.0,0.825871,0.404145,0.663415,9224,9224,0,0.0,1.0,0.0,4600,pass,
ketone_07_c5_wE05,ketone_07_c5,ketone,7,5.0,E05,5,5,crops/ketone/ketone_07_c5/ketone_07_c5_wE05.png,78.6,164.550273,165.0,5.673887,6.0,73.395982,74.0,6.616216,8.0,134.200883,134.0,4.759623,5.0,0.554801,0.552941,0.027364,0.031373,0.645295,0.647059,0.022251,0.023529,320.108376,2.21538,0.999253,-0.640858,0.766686,0.442364,0.442667,0.196841,0.198925,0.360795,0.357724,124.049046,124.666667,203.0,197.0,207.0,-38.0,-123.0,-73.0,0.812808,0.375635,0.647343,9508,9508,0,0.0,1.0,0.0,4744,pass,
ketone_07_c5_wE06,ketone_07_c5,ketone,7,5.0,E06,5,6,crops/ketone/ketone_07_c5/ketone_07_c5_wE06.png,77.1,163.568875,164.0,6.083018,8.0,73.173387,74.0,6.642551,8.0,136.914233,137.0,4.861817,6.0,0.553458,0.54902,0.024861,0.027451,0.641447,0.643137,0.023855,0.031373,317.738756,2.360197,0.999152,-0.671942,0.739459,0.437928,0.437824,0.195432,0.197297,0.36664,0.363636,124.552165,125.333333,203.0,195.0,207.0,-39.0,-121.0,-70.0,0.807882,0.379487,0.661836,9176,9176,0,0.0,1.0,0.0,4520,pass,
ketone_07_c5_wE07,ketone_07_c5,ketone,7,5.0,E07,5,7,crops/ketone/ketone_07_c5/ketone_07_c5_wE07.png,78.3,163.34482,164.0,6.678633,9.0,74.803911,76.0,7.898131,11.0,136.155497,137.0,4.794512,6.0,0.543352,0.537255,0.030929,0.043137,0.640568,0.643137,0.026191,0.035294,318.304876,2.786786,0.998818,-0.66438,0.745812,0.436604,0.43617,0.1993,0.201117,0.364095,0.362903,124.768076,125.666667,203.0,198.0,208.0,-39.0,-122.0,-71.0,0.807882,0.383838,0.658654,9460,9460,0,0.0,1.0,0.0,4680,pass,
ketone_07_c5_wE08,ketone_07_c5,ketone,7,5.0,E08,5,8,crops/ketone/ketone_07_c5/ketone_07_c5_wE08.png,75.9,166.90045,167.0,6.193956,7.0,79.508333,80.0,7.972951,10.0,140.197523,140.0,5.361856,7.0,0.524765,0.52549,0.031894,0.039216,0.654512,0.654902,0.02429,0.027451,318.275489,2.661727,0.998922,-0.664832,0.745549,0.431959,0.432292,0.205155,0.206266,0.362886,0.361478,128.868769,128.666667,201.0,187.0,202.0,-34.0,-107.0,-62.0,0.830846,0.427807,0.693069,8880,8880,0,0.0,1.0,0.0,4408,pass,
ketone_07_c5_wE09,ketone_07_c5,ketone,7,5.0,E09,5,9,crops/ketone/ketone_07_c5/ketone_07_c5_wE09.png,75.6,166.023626,166.0,5.8412,7.0,78.286347,79.0,6.441407,7.0,137.590981,138.0,4.870076,6.0,0.529393,0.52549,0.023136,0.027451,0.651073,0.65098,0.022907,0.027451,319.353887,2.142608,0.999301,-0.65093,0.758217,0.434899,0.434555,0.204651,0.205656,0.36045,0.360825,127.300318,127.666667,201.0,190.0,204.0,-35.0,-111.0,-66.0,0.825871,0.415789,0.676471,8804,8804,0,0.0,1.0,0.0,4384,pass,
ketone_07_c5_wE10,ketone_07_c5,ketone,7,5.0,E10,5,10,crops/ketone/ketone_07_c5/ketone_07_c5_wE10.png,76.5,166.244787,167.0,5.403698,7.0,78.897072,80.0,6.311551,8.0,139.995342,140.0,4.624903,6.0,0.526168,0.521569,0.024417,0.031373,0.65194,0.654902,0.021191,0.027451,318.098087,1.927448,0.999434,-0.66748,0.743868,0.431816,0.432,0.204537,0.206266,0.363647,0.362025,128.379067,128.666667,200.0,187.0,202.0,-33.0,-107.0,-62.0,0.835,0.427807,0.693069,9016,9016,0,0.0,1.0,0.0,4512,pass,
ketone_07_c5_wE11,ketone_07_c5,ketone,7,5.0,E11,5,11,crops/ketone/ketone_07_c5/ketone_07_c5_wE11.png,79.2,162.93354,163.0,4.780712,6.0,77.436542,78.0,5.871467,7.0,139.504762,140.0,3.970632,5.0,0.525344,0.52549,0.022896,0.027451,0.638955,0.639216,0.018748,0.023529,316.471671,2.363842,0.999149,-0.688127,0.724417,0.429036,0.428941,0.203569,0.203704,0.367395,0.366667,126.624948,127.0,201.0,199.0,207.0,-38.0,-121.0,-67.0,0.810945,0.39196,0.676329,9660,9660,0,0.0,1.0,0.0,4784,pass,
