patch_id,image_id,analyte,concentration_order,concentration_mg_ml,well_id,grid_row,grid_col,canonical_width_px,canonical_height_px,center_x_px,center_y_px,circle_radius_px,crop_x0_px,crop_y0_px,crop_x1_px,crop_y1_px,crop_width_px,crop_height_px,crop_file,grid_residual_px,hough_param2,candidate_count,qc_status
ketone_06_c1_wC08,ketone_06_c1,ketone,6,1.0,C08,3,8,4000,3000,2263.5,805.5,76.8,2173,715,2356,898,183,183,crops/ketone/ketone_06_c1/ketone_06_c1_wC08.png,2.603,32,96,pass_geometry
ketone_06_c1_wC09,ketone_06_c1,ketone,6,1.0,C09,3,9,4000,3000,2467.5,802.5,78.6,2375,709,2562,896,187,187,crops/ketone/ketone_06_c1/ketone_06_c1_wC09.png,4.215,32,96,pass_geometry
ketone_06_c1_wC10,ketone_06_c1,ketone,6,1.0,C10,3,10,4000,3000,2671.5,796.5,76.8,2581,706,2764,889,183,183,crops/ketone/ketone_06_c1/ketone_06_c1_wC10.png,6.564,32,96,pass_geometry
ketone_06_c1_wC11,ketone_06_c1,ketone,6,1.0,C11,3,11,4000,3000,2869.5,790.5,79.5,2776,697,2965,886,189,189,crops/ketone/ketone_06_c1/ketone_06_c1_wC11.png,6.049,32,96,pass_geometry
ketone_06_c1_wC12,ketone_06_c1,ketone,6,1.0,C12,3,12,4000,3000,3073.5,796.5,77.7,2982,705,3167,890,185,185,crops/ketone/ketone_06_c1/ketone_06_c1_wC12.png,4.02,32,96,pass_geometry
ketone_06_c1_wD01,ketone_06_c1,ketone,6,1.0,D01,4,1,4000,3000,850.5,1024.5,78.0,758,932,945,1119,187,187,crops/ketone/ketone_06_c1/ketone_06_c1_wD01.png,6.137,32,96,pass_geometry
ketone_06_c1_wD02,ketone_06_c1,ketone,6,1.0,D02,4,2,4000,3000,1048.5,1021.5,78.3,956,929,1143,1116,187,187,crops/ketone/ketone_06_c1/ketone_06_c1_wD02.png,7.796,32,96,pass_geometry
ketone_06_c1_wD03,ketone_06_c1,ketone,6,1.0,D03,4,3,4000,3000,1252.5,1018.5,78.0,1160,926,1347,1113,187,187,crops/ketone/ketone_06_c1/ketone_06_c1_wD03.png,5.705,32,96,pass_geometry
ketone_06_c1_wD04,ketone_06_c1,ketone,6,1.0,D04,4,4,4000,3000,1450.5,1021.5,81.3,1355,926,1548,1119,193,193,crops/ketone/ketone_06_c1/ketone_06_c1_wD04.png,6.033,32,96,pass_geometry
ketone_06_c1_wD05,ketone_06_c1,ketone,6,1.0,D05,4,5,4000,3000,1654.5,1021.5,82.2,1558,925,1753,1120,195,195,crops/ketone/ketone_06_c1/ketone_06_c1_wD05.png,5.412,32,96,pass_geometry
ketone_06_c1_wD06,ketone_06_c1,ketone,6,1.0,D06,4,6,4000,3000,1855.5,1018.5,73.2,1769,932,1944,1107,175,175,crops/ketone/ketone_06_c1/ketone_06_c1_wD06.png,5.824,32,96,pass_geometry
ketone_06_c1_wD07,ketone_06_c1,ketone,6,1.0,D07,4,7,4000,3000,2062.5,1012.5,78.3,1970,920,2157,1107,187,187,crops/ketone/ketone_06_c1/ketone_06_c1_wD07.png,2.449,32,96,pass_geometry
ketone_06_c1_wD08,ketone_06_c1,ketone,6,1.0,D08,4,8,4000,3000,2260.5,1003.5,79.8,2166,909,2357,1100,191,191,crops/ketone/ketone_06_c1/ketone_06_c1_wD08.png,4.582,32,96,pass_geometry
ketone_06_c1_wD09,ketone_06_c1,ketone,6,1.0,D09,4,9,4000,3000,2464.5,1006.5,79.2,2371,913,2560,1102,189,189,crops/ketone/ketone_06_c1/ketone_06_c1_wD09.png,2.085,32,96,pass_geometry
ketone_06_c1_wD10,ketone_06_c1,ketone,6,1.0,D10,4,10,4000,3000,2668.5,1000.5,76.8,2578,910,2761,1093,183,183,crops/ketone/ketone_06_c1/ketone_06_c1_wD10.png,1.993,32,96,pass_geometry
ketone_06_c1_wD11,ketone_06_c1,ketone,6,1.0,D11,4,11,4000,3000,2869.5,997.5,77.7,2778,906,2963,1091,185,185,crops/ketone/ketone_06_c1/ketone_06_c1_wD11.png,0.772,32,96,pass_geometry
ketone_06_c1_wD12,ketone_06_c1,ketone,6,1.0,D12,4,12,4000,3000,3067.5,994.5,78.9,2974,901,3163,1090,189,189,crops/ketone/ketone_06_c1/ketone_06_c1_wD12.png,3.943,32,96,pass_geometry
ketone_06_c1_wE01,ketone_06_c1,ketone,6,1.0,E01,5,1,4000,3000,856.5,1225.5,79.2,763,1132,952,1321,189,189,crops/ketone/ketone_06_c1/ketone_06_c1_wE01.png,4.421,32,96,pass_geometry
ketone_06_c1_wE02,ketone_06_c1,ketone,6,1.0,E02,5,2,4000,3000,1054.5,1219.5,77.7,963,1128,1148,1313,185,185,crops/ketone/ketone_06_c1/ketone_06_c1_wE02.png,7.999,32,96,pass_geometry
ketone_06_c1_wE03,ketone_06_c1,ketone,6,1.0,E03,5,3,4000,3000,1261.5,1222.5,77.1,1171,1132,1354,1315,183,183,crops/ketone/ketone_06_c1/ketone_06_c1_wE03.png,3.214,32,96,pass_geometry
ketone_06_c1_wE04,ketone_06_c1,ketone,6,1.0,E04,5,4,4000,3000,1456.5,1219.5,77.4,1365,1128,1550,1313,185,185,crops/ketone/ketone_06_c1/ketone_06_c1_wE04.png,2.984,32,96,pass_geometry
ketone_06_c1_wE05,ketone_06_c1,ketone,6,1.0,E05,5,5,4000,3000,1657.5,1228.5,87.696,1554,1125,1763,1334,209,209,crops/ketone/ketone_06_c1/ketone_06_c1_wE05.png,11.329,32,96,pass_geometry
ketone_06_c1_wE06,ketone_06_c1,ketone,6,1.0,E06,5,6,4000,3000,1864.5,1216.5,77.4,1773,1125,1958,1310,185,185,crops/ketone/ketone_06_c1/ketone_06_c1_wE06.png,3.784,32,96,pass_geometry
ketone_06_c1_wE07,ketone_06_c1,ketone,6,1.0,E07,5,7,4000,3000,2059.5,1213.5,75.6,1970,1124,2151,1305,181,181,crops/ketone/ketone_06_c1/ketone_06_c1_wE07.png,3.802,32,96,pass_geometry
ketone_06_c1_wE08,ketone_06_c1,ketone,6,1.0,E08,5,8,4000,3000,2266.5,1207.5,81.0,2171,1112,2364,1305,193,193,crops/ketone/ketone_06_c1/ketone_06_c1_wE08.png,2.533,32,96,pass_geometry
ketone_06_c1_wE09,ketone_06_c1,ketone,6,1.0,E09,5,9,4000,3000,2470.5,1207.5,76.8,2380,1117,2563,1300,183,183,crops/ketone/ketone_06_c1/ketone_06_c1_wE09.png,5.34,32,96,pass_geometry
ketone_06_c1_wE10,ketone_06_c1,ketone,6,1.0,E10,5,10,4000,3000,2668.5,1204.5,77.7,2577,1113,2762,1298,185,185,crops/ketone/ketone_06_c1/ketone_06_c1_wE10.png,2.639,32,96,pass_geometry
ketone_06_c1_wE11,ketone_06_c1,ketone,6,1.0,E11,5,11,4000,3000,2869.5,1198.5,76.2,2780,1109,2961,1290,181,181,crops/ketone/ketone_06_c1/ketone_06_c1_wE11.png,0.461,32,96,pass_geometry
ketone_06_c1_wE12,ketone_06_c1,ketone,6,1.0,E12,5,12,4000,3000,3070.5,1201.5,77.1,2980,1111,3163,1294,183,183,crops/ketone/ketone_06_c1/ketone_06_c1_wE12.png,5.748,32,96,pass_geometry
ketone_06_c1_wF01,ketone_06_c1,ketone,6,1.0,F01,6,1,4000,3000,859.5,1426.5,78.3,767,1334,954,1521,187,187,crops/ketone/ketone_06_c1/ketone_06_c1_wF01.png,3.226,32,96,pass_geometry
ketone_06_c1_wF02,ketone_06_c1,ketone,6,1.0,F02,6,2,4000,3000,1069.5,1423.5,71.1,986,1340,1155,1509,169,169,crops/ketone/ketone_06_c1/ketone_06_c1_wF02.png,8.514,32,96,pass_geometry
ketone_06_c1_wF03,ketone_06_c1,ketone,6,1.0,F03,6,3,4000,3000,1261.5,1420.5,79.8,1167,1326,1358,1517,191,191,crops/ketone/ketone_06_c1/ketone_06_c1_wF03.png,2.702,32,96,pass_geometry
ketone_06_c1_wF04,ketone_06_c1,ketone,6,1.0,F04,6,4,4000,3000,1462.5,1420.5,78.3,1369,1328,1556,1515,187,187,crops/ketone/ketone_06_c1/ketone_06_c1_wF04.png,0.467,32,96,pass_geometry
ketone_06_c1_wF05,ketone_06_c1,ketone,6,1.0,F05,6,5,4000,3000,1663.5,1420.5,79.5,1570,1327,1759,1516,189,189,crops/ketone/ketone_06_c1/ketone_06_c1_wF05.png,3.371,32,96,pass_geometry
ketone_06_c1_wF06,ketone_06_c1,ketone,6,1.0,F06,6,6,4000,3000,1861.5,1414.5,79.8,1767,1320,1958,1511,191,191,crops/ketone/ketone_06_c1/ketone_06_c1_wF06.png,2.049,32,96,pass_geometry
ketone_06_c1_wF07,ketone_06_c1,ketone,6,1.0,F07,6,7,4000,3000,2068.5,1417.5,79.2,1975,1324,2164,1513,189,189,crops/ketone/ketone_06_c1/ketone_06_c1_wF07.png,7.455,32,96,pass_geometry
ketone_06_c1_wF08,ketone_06_c1,ketone,6,1.0,F08,6,8,4000,3000,2272.5,1411.5,80.4,2178,1317,2369,1508,191,191,crops/ketone/ketone_06_c1/ketone_06_c1_wF08.png,7.638,32,96,pass_geometry
ketone_06_c1_wF09,ketone_06_c1,ketone,6,1.0,F09,6,9,4000,3000,2470.5,1405.5,76.8,2380,1315,2563,1498,183,183,crops/ketone/ketone_06_c1/ketone_06_c1_wF09.png,3.618,32,96,pass_geometry
ketone_06_c1_wF10,ketone_06_c1,ketone,6,1.0,F10,6,10,4000,3000,2671.5,1402.5,79.2,2578,1308,2767,1497,189,189,crops/ketone/ketone_06_c1/ketone_06_c1_wF10.png,3.16,32,96,pass_geometry
ketone_06_c1_wF11,ketone_06_c1,ketone,6,1.0,F11,6,11,4000,3000,2872.5,1399.5,76.2,2782,1310,2963,1491,181,181,crops/ketone/ketone_06_c1/ketone_06_c1_wF11.png,2.532,32,96,pass_geometry
ketone_06_c1_wF12,ketone_06_c1,ketone,6,1.0,F12,6,12,4000,3000,3067.5,1396.5,79.8,2973,1302,3164,1493,191,191,crops/ketone/ketone_06_c1/ketone_06_c1_wF12.png,4.298,32,96,pass_geometry
ketone_06_c1_wG01,ketone_06_c1,ketone,6,1.0,G01,7,1,4000,3000,862.5,1624.5,78.9,768,1531,957,1720,189,189,crops/ketone/ketone_06_c1/ketone_06_c1_wG01.png,4.281,32,96,pass_geometry
ketone_06_c1_wG02,ketone_06_c1,ketone,6,1.0,G02,7,2,4000,3000,1057.5,1624.5,81.9,961,1528,1156,1723,195,195,crops/ketone/ketone_06_c1/ketone_06_c1_wG02.png,7.444,32,96,pass_geometry
ketone_06_c1_wG03,ketone_06_c1,ketone,6,1.0,G03,7,3,4000,3000,1261.5,1615.5,84.0,1162,1516,1363,1717,201,201,crops/ketone/ketone_06_c1/ketone_06_c1_wG03.png,7.381,32,96,pass_geometry
ketone_06_c1_wG04,ketone_06_c1,ketone,6,1.0,G04,7,4,4000,3000,1462.5,1621.5,79.8,1367,1527,1558,1718,191,191,crops/ketone/ketone_06_c1/ketone_06_c1_wG04.png,3.41,32,96,pass_geometry
ketone_06_c1_wG05,ketone_06_c1,ketone,6,1.0,G05,7,5,4000,3000,1666.5,1618.5,78.6,1574,1526,1761,1713,187,187,crops/ketone/ketone_06_c1/ketone_06_c1_wG05.png,2.558,32,96,pass_geometry
ketone_06_c1_wG06,ketone_06_c1,ketone,6,1.0,G06,7,6,4000,3000,1864.5,1615.5,77.1,1774,1525,1957,1708,183,183,crops/ketone/ketone_06_c1/ketone_06_c1_wG06.png,2.465,32,96,pass_geometry
ketone_06_c1_wG07,ketone_06_c1,ketone,6,1.0,G07,7,7,4000,3000,2068.5,1612.5,79.5,1975,1518,2164,1707,189,189,crops/ketone/ketone_06_c1/ketone_06_c1_wG07.png,2.986,32,96,pass_geometry
ketone_06_c1_wG08,ketone_06_c1,ketone,6,1.0,G08,7,8,4000,3000,2266.5,1609.5,78.3,2174,1517,2361,1704,187,187,crops/ketone/ketone_06_c1/ketone_06_c1_wG08.png,2.06,32,96,pass_geometry
ketone_06_c1_wG09,ketone_06_c1,ketone,6,1.0,G09,7,9,4000,3000,2473.5,1609.5,78.3,2381,1517,2568,1704,187,187,crops/ketone/ketone_06_c1/ketone_06_c1_wG09.png,7.294,32,96,pass_geometry
ketone_06_c1_wG10,ketone_06_c1,ketone,6,1.0,G10,7,10,4000,3000,2671.5,1603.5,79.2,2578,1510,2767,1699,189,189,crops/ketone/ketone_06_c1/ketone_06_c1_wG10.png,2.914,32,96,pass_geometry
ketone_06_c1_wG11,ketone_06_c1,ketone,6,1.0,G11,7,11,4000,3000,2869.5,1600.5,78.3,2777,1508,2964,1695,187,187,crops/ketone/ketone_06_c1/ketone_06_c1_wG11.png,1.982,32,96,pass_geometry
ketone_06_c1_wG12,ketone_06_c1,ketone,6,1.0,G12,7,12,4000,3000,3064.5,1594.5,79.2,2971,1501,3160,1690,189,189,crops/ketone/ketone_06_c1/ketone_06_c1_wG12.png,7.591,32,96,pass_geometry
ketone_06_c1_wH01,ketone_06_c1,ketone,6,1.0,H01,8,1,4000,3000,862.5,1828.5,78.0,769,1736,956,1923,187,187,crops/ketone/ketone_06_c1/ketone_06_c1_wH01.png,6.985,32,96,pass_geometry
ketone_06_c1_wH02,ketone_06_c1,ketone,6,1.0,H02,8,2,4000,3000,1066.5,1825.5,78.6,974,1733,1161,1920,187,187,crops/ketone/ketone_06_c1/ketone_06_c1_wH02.png,3.089,32,96,pass_geometry
ketone_06_c1_wH03,ketone_06_c1,ketone,6,1.0,H03,8,3,4000,3000,1267.5,1819.5,79.5,1174,1726,1363,1915,189,189,crops/ketone/ketone_06_c1/ketone_06_c1_wH03.png,0.946,32,96,pass_geometry
ketone_06_c1_wH04,ketone_06_c1,ketone,6,1.0,H04,8,4,4000,3000,1465.5,1816.5,78.3,1373,1724,1560,1911,187,187,crops/ketone/ketone_06_c1/ketone_06_c1_wH04.png,2.515,32,96,pass_geometry
ketone_06_c1_wH05,ketone_06_c1,ketone,6,1.0,H05,8,5,4000,3000,1675.5,1816.5,73.5,1589,1730,1764,1905,175,175,crops/ketone/ketone_06_c1/ketone_06_c1_wH05.png,7.946,32,96,pass_geometry
ketone_06_c1_wH06,ketone_06_c1,ketone,6,1.0,H06,8,6,4000,3000,1870.5,1810.5,77.1,1780,1720,1963,1903,183,183,crops/ketone/ketone_06_c1/ketone_06_c1_wH06.png,2.929,32,96,pass_geometry
ketone_06_c1_wH07,ketone_06_c1,ketone,6,1.0,H07,8,7,4000,3000,2071.5,1810.5,77.1,1981,1720,2164,1903,183,183,crops/ketone/ketone_06_c1/ketone_06_c1_wH07.png,3.641,32,96,pass_geometry
ketone_06_c1_wH08,ketone_06_c1,ketone,6,1.0,H08,8,8,4000,3000,2269.5,1801.5,75.9,2180,1712,2361,1893,181,181,crops/ketone/ketone_06_c1/ketone_06_c1_wH08.png,4.767,32,96,pass_geometry
ketone_06_c1_wH09,ketone_06_c1,ketone,6,1.0,H09,8,9,4000,3000,2467.5,1798.5,77.7,2376,1707,2561,1892,185,185,crops/ketone/ketone_06_c1/ketone_06_c1_wH09.png,5.171,32,96,pass_geometry
ketone_06_c1_wH10,ketone_06_c1,ketone,6,1.0,H10,8,10,4000,3000,2668.5,1798.5,78.9,2575,1705,2764,1894,189,189,crops/ketone/ketone_06_c1/ketone_06_c1_wH10.png,2.559,32,96,pass_geometry
ketone_06_c1_wH11,ketone_06_c1,ketone,6,1.0,H11,8,11,4000,3000,2869.5,1795.5,77.4,2778,1704,2963,1889,185,185,crops/ketone/ketone_06_c1/ketone_06_c1_wH11.png,2.675,32,96,pass_geometry
ketone_06_c1_wH12,ketone_06_c1,ketone,6,1.0,H12,8,12,4000,3000,3064.5,1792.5,78.0,2972,1699,3159,1886,187,187,crops/ketone/ketone_06_c1/ketone_06_c1_wH12.png,8.005,32,96,pass_geometry
ketone_07_c5_wA01,ketone_07_c5,ketone,7,5.0,A01,1,1,4000,3000,787.5,439.5,86.4,686,338,891,543,205,205,crops/ketone/ketone_07_c5/ketone_07_c5_wA01.png,9.912,30,96,pass_geometry
ketone_07_c5_wA02,ketone_07_c5,ketone,7,5.0,A02,1,2,4000,3000,994.5,442.5,78.6,902,349,1089,536,187,187,crops/ketone/ketone_07_c5/ketone_07_c5_wA02.png,3.357,30,96,pass_geometry
ketone_07_c5_wA03,ketone_07_c5,ketone,7,5.0,A03,1,3,4000,3000,1198.5,439.5,79.2,1105,346,1294,535,189,189,crops/ketone/ketone_07_c5/ketone_07_c5_wA03.png,4.643,30,96,pass_geometry
ketone_07_c5_wA04,ketone_07_c5,ketone,7,5.0,A04,1,4,4000,3000,1405.5,442.5,84.3,1306,342,1507,543,201,201,crops/ketone/ketone_07_c5/ketone_07_c5_wA04.png,12.697,30,96,pass_geometry
ketone_07_c5_wA05,ketone_07_c5,ketone,7,5.0,A05,1,5,4000,3000,1600.5,430.5,77.1,1510,340,1693,523,183,183,crops/ketone/ketone_07_c5/ketone_07_c5_wA05.png,2.555,30,96,pass_geometry
ketone_07_c5_wA06,ketone_07_c5,ketone,7,5.0,A06,1,6,4000,3000,1801.5,424.5,78.3,1709,332,1896,519,187,187,crops/ketone/ketone_07_c5/ketone_07_c5_wA06.png,1.219,30,96,pass_geometry
ketone_07_c5_wA07,ketone_07_c5,ketone,7,5.0,A07,1,7,4000,3000,2008.5,418.5,78.6,1916,326,2103,513,187,187,crops/ketone/ketone_07_c5/ketone_07_c5_wA07.png,4.166,30,96,pass_geometry
ketone_07_c5_wA08,ketone_07_c5,ketone,7,5.0,A08,1,8,4000,3000,2209.5,412.5,77.4,2118,320,2303,505,185,185,crops/ketone/ketone_07_c5/ketone_07_c5_wA08.png,2.316,30,96,pass_geometry
ketone_07_c5_wA09,ketone_07_c5,ketone,7,5.0,A09,1,9,4000,3000,2407.5,409.5,74.1,2320,322,2497,499,177,177,crops/ketone/ketone_07_c5/ketone_07_c5_wA09.png,3.238,30,96,pass_geometry
ketone_07_c5_wA10,ketone_07_c5,ketone,7,5.0,A10,1,10,4000,3000,2611.5,403.5,78.9,2518,310,2707,499,189,189,crops/ketone/ketone_07_c5/ketone_07_c5_wA10.png,2.016,30,96,pass_geometry
ketone_07_c5_wA11,ketone_07_c5,ketone,7,5.0,A11,1,11,4000,3000,2815.5,394.5,76.5,2725,304,2908,487,183,183,crops/ketone/ketone_07_c5/ketone_07_c5_wA11.png,2.889,30,96,pass_geometry
ketone_07_c5_wA12,ketone_07_c5,ketone,7,5.0,A12,1,12,4000,3000,3019.5,391.5,78.3,2927,299,3114,486,187,187,crops/ketone/ketone_07_c5/ketone_07_c5_wA12.png,0.554,30,96,pass_geometry
ketone_07_c5_wB01,ketone_07_c5,ketone,7,5.0,B01,2,1,4000,3000,799.5,655.5,78.9,706,562,895,751,189,189,crops/ketone/ketone_07_c5/ketone_07_c5_wB01.png,3.264,30,96,pass_geometry
ketone_07_c5_wB02,ketone_07_c5,ketone,7,5.0,B02,2,2,4000,3000,1000.5,646.5,78.0,908,554,1095,741,187,187,crops/ketone/ketone_07_c5/ketone_07_c5_wB02.png,0.852,30,96,pass_geometry
ketone_07_c5_wB03,ketone_07_c5,ketone,7,5.0,B03,2,3,4000,3000,1207.5,643.5,82.5,1110,546,1307,743,197,197,crops/ketone/ketone_07_c5/ketone_07_c5_wB03.png,4.679,30,96,pass_geometry
ketone_07_c5_wB04,ketone_07_c5,ketone,7,5.0,B04,2,4,4000,3000,1408.5,634.5,75.9,1319,545,1500,726,181,181,crops/ketone/ketone_07_c5/ketone_07_c5_wB04.png,4.087,30,96,pass_geometry
ketone_07_c5_wB05,ketone_07_c5,ketone,7,5.0,B05,2,5,4000,3000,1606.5,628.5,74.1,1519,541,1696,718,177,177,crops/ketone/ketone_07_c5/ketone_07_c5_wB05.png,3.323,30,96,pass_geometry
ketone_07_c5_wB06,ketone_07_c5,ketone,7,5.0,B06,2,6,4000,3000,1810.5,628.5,77.7,1719,537,1904,722,185,185,crops/ketone/ketone_07_c5/ketone_07_c5_wB06.png,2.116,30,96,pass_geometry
ketone_07_c5_wB07,ketone_07_c5,ketone,7,5.0,B07,2,7,4000,3000,2011.5,625.5,75.0,1923,537,2102,716,179,179,crops/ketone/ketone_07_c5/ketone_07_c5_wB07.png,4.099,30,96,pass_geometry
ketone_07_c5_wB08,ketone_07_c5,ketone,7,5.0,B08,2,8,4000,3000,2215.5,616.5,74.4,2128,529,2305,706,177,177,crops/ketone/ketone_07_c5/ketone_07_c5_wB08.png,1.042,30,96,pass_geometry
ketone_07_c5_wB09,ketone_07_c5,ketone,7,5.0,B09,2,9,4000,3000,2428.5,610.5,85.5,2328,510,2531,713,203,203,crops/ketone/ketone_07_c5/ketone_07_c5_wB09.png,11.463,30,96,pass_geometry
ketone_07_c5_wB10,ketone_07_c5,ketone,7,5.0,B10,2,10,4000,3000,2620.5,604.5,76.5,2530,514,2713,697,183,183,crops/ketone/ketone_07_c5/ketone_07_c5_wB10.png,1.677,30,96,pass_geometry
ketone_07_c5_wB11,ketone_07_c5,ketone,7,5.0,B11,2,11,4000,3000,2818.5,598.5,75.6,2729,509,2910,690,181,181,crops/ketone/ketone_07_c5/ketone_07_c5_wB11.png,4.632,30,96,pass_geometry
ketone_07_c5_wB12,ketone_07_c5,ketone,7,5.0,B12,2,12,4000,3000,3019.5,595.5,74.7,2931,507,3110,686,179,179,crops/ketone/ketone_07_c5/ketone_07_c5_wB12.png,5.871,30,96,pass_geometry
ketone_07_c5_wC01,ketone_07_c5,ketone,7,5.0,C01,3,1,4000,3000,805.5,856.5,79.2,712,763,901,952,189,189,crops/ketone/ketone_07_c5/ketone_07_c5_wC01.png,4.12,30,96,pass_geometry
ketone_07_c5_wC02,ketone_07_c5,ketone,7,5.0,C02,3,2,4000,3000,1012.5,847.5,77.7,921,756,1106,941,185,185,crops/ketone/ketone_07_c5/ketone_07_c5_wC02.png,2.691,30,96,pass_geometry
ketone_07_c5_wC03,ketone_07_c5,ketone,7,5.0,C03,3,3,4000,3000,1210.5,841.5,75.6,1121,752,1302,933,181,181,crops/ketone/ketone_07_c5/ketone_07_c5_wC03.png,3.31,30,96,pass_geometry
ketone_07_c5_wC04,ketone_07_c5,ketone,7,5.0,C04,3,4,4000,3000,1411.5,838.5,75.6,1322,749,1503,930,181,181,crops/ketone/ketone_07_c5/ketone_07_c5_wC04.png,2.533,30,96,pass_geometry
ketone_07_c5_wC05,ketone_07_c5,ketone,7,5.0,C05,3,5,4000,3000,1612.5,823.5,68.244,1531,743,1694,906,163,163,crops/ketone/ketone_07_c5/ketone_07_c5_wC05.png,11.153,30,96,pass_geometry
ketone_07_c5_wC06,ketone_07_c5,ketone,7,5.0,C06,3,6,4000,3000,1816.5,823.5,78.3,1724,731,1911,918,187,187,crops/ketone/ketone_07_c5/ketone_07_c5_wC06.png,5.708,30,96,pass_geometry
ketone_07_c5_wC07,ketone_07_c5,ketone,7,5.0,C07,3,7,4000,3000,2020.5,823.5,77.4,1929,732,2114,917,185,185,crops/ketone/ketone_07_c5/ketone_07_c5_wC07.png,1.017,30,96,pass_geometry
ketone_07_c5_wC08,ketone_07_c5,ketone,7,5.0,C08,3,8,4000,3000,2218.5,820.5,76.8,2128,730,2311,913,183,183,crops/ketone/ketone_07_c5/ketone_07_c5_wC08.png,3.581,30,96,pass_geometry
ketone_07_c5_wC09,ketone_07_c5,ketone,7,5.0,C09,3,9,4000,3000,2419.5,814.5,74.1,2332,727,2509,904,177,177,crops/ketone/ketone_07_c5/ketone_07_c5_wC09.png,4.46,30,96,pass_geometry
ketone_07_c5_wC10,ketone_07_c5,ketone,7,5.0,C10,3,10,4000,3000,2626.5,808.5,75.0,2538,720,2717,899,179,179,crops/ketone/ketone_07_c5/ketone_07_c5_wC10.png,0.386,30,96,pass_geometry
ketone_07_c5_wC11,ketone_07_c5,ketone,7,5.0,C11,3,11,4000,3000,2827.5,805.5,74.4,2740,718,2917,895,177,177,crops/ketone/ketone_07_c5/ketone_07_c5_wC11.png,2.146,30,96,pass_geometry
ketone_07_c5_wC12,ketone_07_c5,ketone,7,5.0,C12,3,12,4000,3000,3025.5,793.5,77.4,2934,702,3119,887,185,185,crops/ketone/ketone_07_c5/ketone_07_c5_wC12.png,7.528,30,96,pass_geometry
ketone_07_c5_wD01,ketone_07_c5,ketone,7,5.0,D01,4,1,4000,3000,814.5,1057.5,79.5,721,964,910,1153,189,189,crops/ketone/ketone_07_c5/ketone_07_c5_wD01.png,4.714,30,96,pass_geometry
ketone_07_c5_wD02,ketone_07_c5,ketone,7,5.0,D02,4,2,4000,3000,1021.5,1051.5,77.4,930,960,1115,1145,185,185,crops/ketone/ketone_07_c5/ketone_07_c5_wD02.png,1.525,30,96,pass_geometry
ketone_07_c5_wD03,ketone_07_c5,ketone,7,5.0,D03,4,3,4000,3000,1225.5,1045.5,75.6,1136,956,1317,1137,181,181,crops/ketone/ketone_07_c5/ketone_07_c5_wD03.png,4.205,30,96,pass_geometry
ketone_07_c5_wD04,ketone_07_c5,ketone,7,5.0,D04,4,4,4000,3000,1420.5,1039.5,77.7,1329,948,1514,1133,185,185,crops/ketone/ketone_07_c5/ketone_07_c5_wD04.png,2.56,30,96,pass_geometry
ketone_07_c5_wD05,ketone_07_c5,ketone,7,5.0,D05,4,5,4000,3000,1618.5,1036.5,78.9,1525,943,1714,1132,189,189,crops/ketone/ketone_07_c5/ketone_07_c5_wD05.png,5.604,30,96,pass_geometry
ketone_07_c5_wD06,ketone_07_c5,ketone,7,5.0,D06,4,6,4000,3000,1825.5,1033.5,76.8,1735,943,1918,1126,183,183,crops/ketone/ketone_07_c5/ketone_07_c5_wD06.png,2.648,30,96,pass_geometry
ketone_07_c5_wD07,ketone_07_c5,ketone,7,5.0,D07,4,7,4000,3000,2035.5,1024.5,70.8,1952,941,2121,1110,169,169,crops/ketone/ketone_07_c5/ketone_07_c5_wD07.png,8.395,30,96,pass_geometry
ketone_07_c5_wD08,ketone_07_c5,ketone,7,5.0,D08,4,8,4000,3000,2230.5,1024.5,76.2,2141,935,2322,1116,181,181,crops/ketone/ketone_07_c5/ketone_07_c5_wD08.png,4.02,30,96,pass_geometry
ketone_07_c5_wD09,ketone_07_c5,ketone,7,5.0,D09,4,9,4000,3000,2428.5,1018.5,77.4,2337,927,2522,1112,185,185,crops/ketone/ketone_07_c5/ketone_07_c5_wD09.png,3.532,30,96,pass_geometry
ketone_07_c5_wD10,ketone_07_c5,ketone,7,5.0,D10,4,10,4000,3000,2629.5,1012.5,75.3,2541,924,2720,1103,179,179,crops/ketone/ketone_07_c5/ketone_07_c5_wD10.png,3.612,30,96,pass_geometry
ketone_07_c5_wD11,ketone_07_c5,ketone,7,5.0,D11,4,11,4000,3000,2833.5,1003.5,75.9,2744,914,2925,1095,181,181,crops/ketone/ketone_07_c5/ketone_07_c5_wD11.png,2.488,30,96,pass_geometry
ketone_07_c5_wD12,ketone_07_c5,ketone,7,5.0,D12,4,12,4000,3000,3028.5,1003.5,77.7,2937,912,3122,1097,185,185,crops/ketone/ketone_07_c5/ketone_07_c5_wD12.png,8.74,30,96,pass_geometry
ketone_07_c5_wE01,ketone_07_c5,ketone,7,5.0,E01,5,1,4000,3000,826.5,1261.5,78.0,734,1169,921,1356,187,187,crops/ketone/ketone_07_c5/ketone_07_c5_wE01.png,5.35,30,96,pass_geometry
ketone_07_c5_wE02,ketone_07_c5,ketone,7,5.0,E02,5,2,4000,3000,1030.5,1252.5,79.8,936,1158,1127,1349,191,191,crops/ketone/ketone_07_c5/ketone_07_c5_wE02.png,1.256,30,96,pass_geometry
